代碼,名稱,產業,市場,題材(L2),tech,supply
2409,友達,光電業,TWSE,"OLED, TFT-LCD, 中小尺吋面板, 觸控面板, 面板業","CoWoS, OLED, 先進封裝, PCB, 面板, LED, 光通訊, 車用電子",
2412,中華電,通信網路業,TWSE,"多軌道衛星, 網通設備, 行動通訊, 通訊服務, 電信／數據服務",,Apple供應鏈
2413,環科,電子零組件業,TWSE,"被動元件, 變壓器, 電子製造服務, 電子零件元件, 電感, 電源供應器, 電腦系統業","AI伺服器, 車用電子, 伺服器, 被動元件, 電源供應器, 毫米波",
2414,精技,電子通路業,TWSE,"電子通路, 電腦通路商",電子通路,
2415,錩新,電子零組件業,TWSE,"其他電子零件, 證券, 金融業, 電子零件元件, 音響設備及零件",證券,
2417,圓剛,電腦及週邊設備業,TWSE,"消費性電子產品, 視訊會議產品, 視訊轉換相關",伺服器,
2419,仲琦,通信網路業,TWSE,"接取設備, 數據機, 系統整合, 網通設備, 軟體業","矽光子, 光通訊, CPO, 低軌衛星, WiFi",
2420,新巨,電子零組件業,TWSE,"程式開關, 電子零件元件, 電源供應器","AI伺服器, EV, 伺服器, 電源供應器",
2421,建準,電子零組件業,TWSE,"散熱模組, 散熱風扇馬達","AI伺服器, 伺服器, 散熱, 液冷散熱",
2423,固緯,其他電子業,TWSE,"設備儀器商, 量測儀器","先進封裝, 面板",
2424,隴華,通信網路業,TWSE,"低軌道衛星, 網通設備, 通訊服務","光通訊, CPO",
2425,承啟,電腦及週邊設備業,TWSE,"AI伺服器, 主機板, 伺服器, 繪圖卡, 電腦系統業","記憶體, AI伺服器, 伺服器",
2426,鼎元,光電業,TWSE,"LED, LED晶粒, 二極體, 光纖主動元件, 光通訊, 分離式元件, 電晶體","光通訊, CPO, LED, Micro LED, 矽光子, 先進封裝, PLP, 光纖",
2427,三商電,資訊服務業,TWSE,"傳產其他, 系統整合, 軟體業, 金融機具",,NVIDIA供應鏈
2428,興勤,電子零組件業,TWSE,"壓敏電阻, 熱敏電阻, 被動元件","車用電子, 被動元件",
2429,銘旺科,光電業,TWSE,"玻璃基板加工, 面板零組件","ABF載板, AI伺服器, 伺服器, PCB, LED, 面板",
2430,燦坤,電子通路業,TWSE,"3C通路商, 家電, 電器銷售, 電子通路","家電, 電子通路",
2431,聯昌,電子零組件業,TWSE,"電子零件元件, 電源供應器","AI伺服器, EV, 伺服器, 電源供應器",
2432,倚天酷��-創,電腦及週邊設備業,TWSE,"傳產其他, 手提箱, 自行車, 車輛整車, 週邊產品, 電競週邊","自行車, 電競",
2433,互盛電,其他電子業,TWSE,"事務機器, 辦公用品設備, 電子其他",,
2434,統懋,半導體業,TWSE,"二極體, 分離式元件, 電晶體",記憶體,
2436,偉詮電,半導體業,TWSE,"IC設計, IC零組件通路商, LED驅動IC, MCU, PC週邊IC, 消費性IC, 電子通路, 類比IC, 馬達IC","ADAS, IC設計, 射頻, AI伺服器, 伺服器, 散熱, LED",Apple供應鏈
