代碼,名稱,產業,市場,題材(L2),tech,supply
7610,聯友金屬-創,綠能環保,TWSE,"傳產其他, 回收焚化／掩埋清運",,
7631,聚賢研發-創,其他電子業,TWSE,"廠務工程, 設備儀器商, 電子其他",面板,
7642,昶瑞機電,電機機械,TPEX,家電,家電,
7669,碩正科技,半導體業,ESB,半導體業,"CoWoS, 先進封裝",
7689,大鵬科CLMX,通信網路業,ESB,通信網路業,,
7703,銳澤,其他電子業,TPEX,設備儀器商,"先進封裝, 面板",
7704,明遠精密,半導體業,TPEX,"半導體製程設備, 設備儀器商",先進封裝,
7705,三商餐飲,觀光餐旅,TWSE,"旅宿／餐飲, 餐飲",餐飲,
7707,益芯科,半導體業,ESB,半導體業,"矽光子, 伺服器, 記憶體",
7708,全家餐飲,觀光餐旅,TPEX,"旅宿／餐飲, 餐飲",餐飲,
7709,榮田,電機機械,TPEX,"工具機, 車床, 銑床, 龍門機",低軌衛星,
7711,永擎,電腦及週邊設備業,TWSE,"AI伺服器, 主機板, 伺服器, 電腦系統業","AI伺服器, 伺服器",
7712,博盛半導體,半導體業,TPEX,"分離式元件, 電晶體","記憶體, AI伺服器, 伺服器",
7713,威力德生醫,生技醫療業,TPEX,"IVD檢驗儀器設備, 智慧醫療技術, 檢驗試劑／紙, 醫療器材通路, 醫藥流通, 體外診斷用醫材",醫材,
7714,創泓科技,數位雲端,TPEX,"網通設備, 資安設備, 資訊安全, 軟體業, 軟體通路／代理","資安, 軟體",
7715,裕山,綠能環保,TPEX,"傳產其他, 回收焚化／掩埋清運, 工程顧問, 營造工程, 環保工程",環保,
7716,昱臺國際,航運業,TPEX,"海空運承攬業, 運輸事業",空運,
7717,萊德光電-KY,通信網路業,TPEX,"LED, LED照明產品, 光纖被動元件, 光纖設備, 光通訊, 網通設備, 通訊設備零組件","低軌衛星, LED, 光通訊, 被動元件, 光纖",
7718,友鋮,鋼鐵工業,TPEX,"線材盤元, 螺絲螺帽",車用電子,
7719,碳基,其他,ESB,其他,,
7721,微程式,數位雲端,TWSE,"系統整合, 軟體業","系統整合, 軟體",
7722,LINEPAY,數位雲端,TWSE,"軟體業, 電子支付",PA功率放大器,
7723,築間,觀光餐旅,TPEX,"旅宿／餐飲, 餐飲",餐飲,
7728,光焱科技,其他電子業,TPEX,"IC檢測設備, 半導體製程設備, 設備儀器商","矽光子, CPO",
7729,仲恩生醫,生技醫療業,ESB,生技醫療業,,
7730,暉盛-創,半導體業,TWSE,"PCB相關設備, 半導體製程設備, 封測用設備, 設備儀器商","面板, PCB, 封測",
7731,火星生技*,食品工業,ESB,食品工業,,
7732,金興精密,汽車工業,TWSE,"汽機車零組件, 車用冷卻系統",車用電子,
7734,印能科技,半導體業,TPEX,"封測用設備, 設備儀器商","先進封裝, PLP, 封測",
7736,虎山,汽車工業,TWSE,"汽機車零組件, 車用電子",車用電子,
7737,凱鈿,數位雲端,ESB,數位雲端,,
7738,東聯互動,數位雲端,TPEX,"金融其他, 金融業",,
7740,熙特爾-創,綠能環保,TWSE,"儲能設備, 電力公共事業, 電池","風電, 儲能, 電池",
7742,天弘化,化學工業,ESB,化學工業,,
7743,金利食安,食品工業,TPEX,"非酒精飲料, 飲料相關","飲料, 酒類",
7744,崴寶,電子零組件業,TPEX,"模具沖壓, 電子零件元件","伺服器, 光通訊",
7747,昕奇雲端,數位雲端,TPEX,"INTERNET技術與基礎設施, 網通設備, 資安設備, 資訊安全, 軟體業, 雲端科技","資安, 軟體, 雲端服務",
7749,意騰-KY,半導體業,TWSE,"ASIC, IC設計, 設計IP",IC設計,
7750,新代,電機機械,TWSE,"工具機, 工具機主軸, 工具機控制器",工具機,
7751,竑騰,半導體業,TPEX,"封測用設備, 設備儀器商","先進封裝, 散熱, 封測",NVIDIA供應鏈
7752,世紀樺欣,綠能環保,ESB,綠能環保,,
7753,星亞,光電業,TPEX,"LED, LED照明產品, 數位看板, 顯示器","面板, LED",
7754,安基生技,生技醫療業,ESB,生技醫療業,,
7757,金色三麥,觀光餐旅,TPEX,"啤酒, 旅宿／餐飲, 飲料相關, 餐飲",餐飲,
7760,享溫馨,觀光餐旅,ESB,觀光餐旅,,
7761,三大未來,綠能環保,ESB,綠能環保,,
7762,吉晟生,生技醫療業,ESB,生技醫療業,,
7763,崇舜,化學工業,ESB,化學工業,,
7764,聖州,其他,ESB,其他,,
7765,中華資安,數位雲端,TWSE,"資訊安全, 軟體業",軟體,
7767,仁大資訊,資訊服務業,TPEX,"系統整合, 軟體業","系統整合, 軟體",
7768,頌勝科技,半導體業,ESB,半導體業,先進封裝,
7769,鴻勁,半導體業,TWSE,"封測用設備, 設備儀器商","矽光子, CPO, 封測",
7770,君曜,半導體業,TPEX,"IC設計, LCD驅動IC, 觸控IC, 高速傳輸介面IC",IC設計,
7771,綠基,光電業,ESB,光電業,,
7772,耀穎,半導體業,ESB,半導體業,"CoWoS, 矽光子, CPO, 資料中心",Tesla供應鏈
7773,富禾生醫,生技醫療業,ESB,生技醫療業,,
7776,奧孟亞,生技醫療業,ESB,生技醫療業,,
7777,能率亞洲,其他業,TPEX,"資產管理, 金融業",,NVIDIA供應鏈
7780,大研生醫*,食品工業,TWSE,"生物科技, 食品生技",食品,
7781,昕力資*,數位雲端,ESB,數位雲端,,
7782,光速火箭,居家生活,TPEX,"INTERNET應用與服務, 商業服務／顧問, 時尚產業, 服務業, 美妝保養品, 電商平台","美妝, 電商",
7786,東方風能,綠能環保,TWSE,"海洋工程設備, 產業機械",風電,
7788,松川精密,電子零組件業,TWSE,"電力設備, 電氣零件與設備","EV, 儲能, AI伺服器, 伺服器",
7791,皇家可口,食品工業,TWSE,"乳製品, 食品加工, 麵製品相關",食品,
7792,安葆,其他電子業,TPEX,"UPS, 配電工程, 重電設備, 電力設備, 電子零件元件, 電機",,Google供應鏈
7795,長廣,電子零組件業,TWSE,"PCB相關設備, 設備儀器商","ABF載板, PCB",
7796,擷發科,半導體業,ESB,半導體業,液冷散熱,
7799,禾榮科,生技醫療業,TWSE,"手術與治療用醫材, 放射治療設備",醫材,
7801,華芸科技,資訊服務業,ESB,資訊服務業,,
7805,威聯通,數位雲端,TPEX,"儲存設備, 週邊產品",,
7810,捷創科技,半導體業,TPEX,"半導體製程設備, 設備儀器商","CoWoS, 先進封裝, 封測",
7811,民盛,運動休閒,TPEX,"傳產其他, 製鞋業, 運動產業, 運動用品",運動用品,
7812,稜研科技*,通信網路業,ESB,通信網路業,,
7813,宇辰系統,其他電子業,ESB,其他電子業,,
7815,新特,半導體業,ESB,半導體業,,
7816,來穎,電子零組件業,ESB,電子零組件業,"儲能, 電池, 鋰電池",
7818,溢泰實業,其他,ESB,其他,,
7820,立盈,綠能環保,ESB,綠能環保,,
7821,神數,其他電子業,ESB,其他電子業,,
7822,倍利科,半導體業,TWSE,"IC檢測設備, 設備儀器商","CoWoS, 先進封裝",
7823,奧義賽博-KY創,數位雲端,TWSE,"資訊安全, 軟體業",軟體,
7825,和亞智慧,其他電子業,ESB,其他電子業,,
7827,漢康-KY,生技醫療業,ESB,生技醫療業,,
7828,創新服務,半導體業,ESB,半導體業,,
7829,思捷優達-KY,生技醫療業,ESB,生技醫療業,,
7832,智新生技*,生技醫療業,ESB,生技醫療業,,
7833,綠岩能源,綠能環保,ESB,綠能環保,,
7836,智生活,其他,ESB,其他,,
7843,英柏得,半導體業,ESB,半導體業,,
7846,德揚,綠能環保,ESB,綠能環保,,
7848,騏億鑫,其他電子業,ESB,其他電子業,,
7850,寶泰生醫,生技醫療業,ESB,生技醫療業,,
7851,慧康生技*-KY,生技醫療業,ESB,生技醫療業,,
7853,政美應用,半導體業,ESB,半導體業,先進封裝,
7854,佐茂,電腦及週邊設備業,ESB,電腦及週邊設備業,,
7856,漢測,半導體業,ESB,半導體業,矽光子,
7858,芝普,化學工業,ESB,化學工業,,
7861,貝爾威勒,電子零組件業,ESB,電子零組件業,"光通訊, 連接器",NVIDIA供應鏈
7866,丹立,半導體業,ESB,半導體業,記憶體,"NVIDIA供應鏈, 三星供應鏈"
7868,聖育,資訊服務業,ESB,資訊服務業,,
7871,安立璽榮-KY,生技醫療業,ESB,生技醫療業,,
7872,登豐,半導體業,ESB,半導體業,IC設計,"NVIDIA供應鏈, AMD供應鏈"
7875,安圖斯,電腦及週邊設備業,ESB,電腦及週邊設備業,,
7876,鼎晉生技,生技醫療業,ESB,生技醫療業,,
7877,海利普,綠能環保,ESB,綠能環保,,
7878,藥祇,生技醫療業,ESB,生技醫療業,,
7879,益材科技,電機機械,ESB,電機機械,,
7880,聖凰,半導體業,ESB,半導體業,,
7882,倍利創投,其他,ESB,其他,,
7883,饗賓,觀光餐旅,ESB,觀光餐旅,,
7886,科建,半導體業,ESB,半導體業,低軌衛星,
7887,宇川精材,半導體業,ESB,半導體業,HBM,
7890,明曜科技,綠能環保,ESB,綠能環保,,
7892,元鈦科,電腦及週邊設備業,ESB,電腦及週邊設備業,,
7893,睿信,電子零組件業,ESB,電子零組件業,"矽光子, CPO, 低軌衛星",
7896,喬越,電子零組件業,ESB,電子零組件業,散熱,
7899,景美,半導體業,ESB,半導體業,"AI伺服器, 伺服器",
7901,大大寬頻,通信網路業,ESB,通信網路業,,
7902,宇越生醫*,生技醫療業,ESB,生技醫療業,,
7909,鈺祥,半導體業,ESB,半導體業,,
8011,台通,通信網路業,TWSE,"光纖光纜, 光纖被動元件, 光通訊, 通訊服務","光通訊, CPO, AI伺服器, 伺服器, 資料中心, 矽光子, 光纖, 被動元件",
8016,矽創,半導體業,TWSE,"CMOS晶片, IC設計, LCD驅動IC, MEMS, 感測元件, 手機零組件, 手機面板驅動IC, 觸控IC","OLED, IC設計, 面板, LED",
8021,尖點,其他電子業,TWSE,"印刷電路板相關, 雷射鑽孔機、鑽頭, 電子製造服務, 電腦系統業","AI伺服器, 伺服器, PCB",
8024,佑華,半導體業,TPEX,"IC設計, MCU, 影音IC, 消費性IC",IC設計,
8027,鈦昇,電機機械,TPEX,"半導體製程設備, 封測用設備, 設備儀器商","先進封裝, PLP, CPO, 低軌衛星, 封測",
8028,昇陽半導體,半導體業,TWSE,"IC製造, 矽晶圓",,
8032,光菱,電子通路業,TPEX,"IC零組件通路商, 電子元件代理商, 電子通路",電子通路,
8033,雷虎,其他業,TWSE,"傳產其他, 動力手術器具, 手術與治療用醫材, 無人機, 玩具, 軍用無人機",醫材,
8034,榮群,通信網路業,TPEX,"接取設備, 網通設備","光通訊, CPO, 5G",
8038,長園科,電子零組件業,TPEX,"工業用電池, 鋰電池, 電池","低軌衛星, EV, 儲能, 電池, 鋰電池",Tesla供應鏈
8039,台虹,電子零組件業,TWSE,"印刷電路板相關, 軟板基板","AI伺服器, 伺服器, PCB, FPC, 先進封裝",
8040,九暘,半導體業,TPEX,"IC設計, 無線網路IC, 網路通訊IC","低軌衛星, IC設計, 矽光子",
8042,金山電,電子零組件業,TPEX,"被動元件, 鋁質電解電容","EV, 被動元件, 車用電子",
8043,蜜望實,電子零組件業,TPEX,"MLCC, 被動元件, 電子元件代理商, 電子通路, 電感","被動元件, MLCC",
8044,網家,數位雲端,TPEX,"INTERNET應用與服務, 電商平台",,Google供應鏈
8045,達運光電,通信網路業,TWSE,"光纖設備, 光通訊, 系統整合, 軟體業","光通訊, CPO, 光纖",
8046,南電,電子零組件業,TWSE,"IC基板, 印刷電路板, 印刷電路板相關, 封測服務與材料","ABF載板, IC載板, AI伺服器, 伺服器, 記憶體, 封測",
8047,星雲,其他電子業,TPEX,設備儀器商,"CPO, AI伺服器, 伺服器",
8048,德勝,通信網路業,TPEX,"光纖設備, 光通訊","光通訊, CPO, 5G, 光纖",
8049,晶采,光電業,TPEX,"LCM, 面板業",面板,
8050,廣積,電腦及週邊設備業,TPEX,"主機板, 工業電腦, 電腦系統業",工業電腦,
8054,安國,半導體業,TPEX,"FLASH記憶體IC, IC設計, PC週邊IC, USB IC, 影音IC, 記憶卡IC, 集線器IC","IC設計, 記憶體",
8058,耐特,其他電子業,ESB,其他電子業,,
8059,凱碩,通信網路業,TPEX,"數據機, 無線網路設備系統(WLAN), 網通設備","光通訊, CPO, AI伺服器, 伺服器",
8064,東捷,光電業,TPEX,"LED設備, 設備儀器商, 面板設備","CoWoS, 先進封裝, PLP, Micro LED, LED, 面板",
8066,來思達,居家生活,TPEX,"傢俱, 家居用品",,
8067,志旭,電子通路業,TPEX,"時尚產業, 美妝保養品, 電子通路, 電腦通路商",美妝,
8068,全達,電子通路業,TPEX,"IC零組件通路商, 軟體業, 軟體通路／代理, 電子通路","車用電子, 記憶體",
8069,元太,光電業,TPEX,"中小尺吋面板, 電子紙, 面板業","OLED, 面板, LED",
8070,長華*,電子通路業,TWSE,"半導體材料通路商, 封測服務與材料, 導線架, 電子通路","先進封裝, 車用電子, 散熱, 封測, AI伺服器, 伺服器, 記憶體",
8071,能率網通,電子零組件業,TPEX,"模具沖壓, 輔助與彌補用醫材, 隱形眼鏡, 電子元件代理商, 電子通路, 電子零件元件",,NVIDIA供應鏈
8072,陞泰,電子通路業,TWSE,"IC零組件通路商, 安全監控, 工業電腦, 電子通路","AI伺服器, 伺服器, PCB, 記憶體",
8074,鉅橡,電子零組件業,TPEX,"PCB材料, 印刷電路板相關","AI伺服器, 伺服器, PCB, ABF載板",
8076,伍豐,電腦及週邊設備業,TPEX,"KIOSK自助服務機, POS機系統, 工業電腦",POS系統,
8077,洛��,觀光餐旅,TPEX,"旅宿／餐飲, 飯店","餐飲, 飯店",
8080,泰霖,建材營造業,TPEX,"土石方工程商, 營造工程",IC設計,
8081,致新,半導體業,TWSE,"IC設計, LED驅動IC, 電源管理IC, 類比IC","IC設計, DDR5, 記憶體, LED",
8083,瑞穎,電機機械,TPEX,"機械零組件, 軸承",,
8084,巨虹,電子通路業,TPEX,"旅宿／餐飲, 記憶卡, 週邊產品, 電子元件代理商, 電子通路, 餐飲","DRAM, NAND Flash, 記憶體",
8085,福華,其他電子業,TPEX,"LCM, 傳產其他, 其他電子零件, 碳權相關, 背光模組, 週邊產品, 電子零件元件, 面板業, 面板零組件",面板,微軟供應鏈
8086,宏捷科,半導體業,TPEX,"IC製造, 化合物晶圓, 砷化鎵相關","ADAS, GaAs, GaN, 車用電子, 記憶體, 光通訊, CPO, WiFi, 低軌衛星, PA功率放大器, 電池",
8087,麗升能源,綠能環保,TPEX,"太陽能, 太陽能發電, 太陽能系統運用, 電力, 風力發電","太陽能, 電池",
8088,品安,半導體業,TPEX,"DRAM模組, FLASH模組, 記憶體模組, 電子製造服務, 電子零件元件, 電腦系統業","DRAM, NAND Flash, 記憶體",
8089,康全電訊,通信網路業,TPEX,"光纖設備, 光通訊, 接取設備, 無線網路設備系統(WLAN), 網通設備","光通訊, CPO, 光纖",
8091,翔名,半導體業,TPEX,"半導體製程設備, 設備儀器商","CoWoS, 2nm",NVIDIA供應鏈
8092,建暐,其他電子業,TPEX,"工具機, 設備儀器商, 量測儀器","先進封裝, 面板",
8093,保銳,電子零組件業,TPEX,"散熱模組, 散熱風扇馬達, 電子零件元件, 電源供應器","AI伺服器, EV, 伺服器, 電源供應器, 散熱",
8096,擎亞,電子通路業,TPEX,"IC零組件通路商, 電子元件代理商, 電子通路","資料中心, 晶圓代工, 記憶體",NVIDIA供應鏈
8097,常珵,通信網路業,TPEX,"無線網路設備系統(WLAN), 網通設備","光通訊, CPO, AI伺服器, 伺服器, 光纖",
8098,慶康科技,半導體業,ESB,半導體業,,
8099,大世科,資訊服務業,TPEX,"INTERNET技術與基礎設施, 系統整合, 軟體業, 雲端科技",資料中心,
8101,華冠,通信網路業,TWSE,"平板電腦, 手機, 手機製造, 消費性電子產品, 穿戴式裝置, 電子製造服務, 電腦系統業",,
8102,傑霖科技,半導體業,TPEX,"IC設計, 影音IC",IC設計,
8103,瀚荃,電子零組件業,TWSE,"連接器, 連接線材, 電子零件元件","低軌衛星, AI伺服器, 伺服器, 連接器",
8104,錸寶,光電業,TWSE,"OLED, 工業用電池, 電池, 面板業","OLED, AI伺服器, 伺服器, 面板, LED, 儲能, 電池",
8105,凌巨,光電業,TWSE,"LCM, 面板業",面板,
8107,大億金茂,電機機械,TPEX,汽機車零組件,,NVIDIA供應鏈
8109,博大,電子零組件業,TPEX,"電子零件元件, 電源供應器","AI伺服器, 伺服器, 電源供應器",
8110,華東,半導體業,TWSE,"IC封裝, IC封裝測試, IC測試","CoWoS, 封測, DRAM, NAND Flash, 記憶體, AI伺服器, 伺服器, 散熱",
8111,立��,光電業,TPEX,"LED, LED封裝, LED照明產品","矽光子, CPO, 1.6T, LED",
8112,至上,電子通路業,TWSE,"IC零組件通路商, 電子元件代理商, 電子通路","HBM, 記憶體",
8114,振樺電,電腦及週邊設備業,TWSE,"KIOSK自助服務機, POS機系統, 工業電腦",POS系統,
8119,公信,電腦及週邊設備業,ESB,電腦及週邊設備業,,
8121,越峰,電子零組件業,TPEX,"被動元件, 被動元件上游","車用電子, IC設計, 被動元件, AI伺服器, SiC, 伺服器, 散熱",
8131,福懋科,半導體業,TWSE,"DRAM模組, IC封裝, IC封裝測試, IC測試, 電子零件元件","CoWoS, DDR5, 先進封裝, 伺服器, 封測, 記憶體, DRAM",
8147,正淩,電子零組件業,TPEX,"連接器, 電子零件元件","散熱, 矽光子, 光通訊, CPO, 低軌衛星, 連接器",
8150,南茂,半導體業,TWSE,"IC封裝, IC封裝測試, IC測試, LCD驅動IC封裝, 封測服務與材料, 金、錫凸塊","CoWoS, IC設計, 封測, 記憶體",
8155,博智,電子零組件業,TPEX,"印刷電路板, 印刷電路板相關","AI伺服器, 伺服器, PCB, 低軌衛星",
8162,微矽電子-創,半導體業,TWSE,"IC封裝測試, IC測試","CoWoS, 先進封裝, 封測, GaN",
8163,達方,電腦及週邊設備業,TWSE,"自行車, 車輛整車, 週邊產品, 鍵盤","EV, 車用電子, 散熱, 被動元件",
8171,天宇,綠能環保,TPEX,"工業用電池, 消費用電池, 車用鋰電池, 電池","AI伺服器, EV, 伺服器, 電源供應器, 儲能, 電池, 車用電子, 鋰電池",
8176,智捷,通信網路業,TPEX,"無線網路設備系統(WLAN), 網通設備","光通訊, CPO, AI伺服器, 伺服器, 光纖, WiFi",
8182,加高,電子零組件業,TPEX,"振盪器, 石英元件, 被動元件","低軌衛星, 被動元件, 石英振盪器, 矽光子",
8183,精星,其他電子業,TPEX,"電子製造服務, 電腦系統業","AI伺服器, 伺服器, PCB",
8201,無敵,其他電子業,TWSE,"INTERNET技術與基礎設施, 消費性電子產品, 系統整合, 車用電子, 軟體業, 雲端科技",車用電子,
8210,勤誠,電腦及週邊設備業,TWSE,"伺服器機殼, 電子零件元件","AI伺服器, 伺服器",NVIDIA供應鏈
